t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
24796800,70394929.24,14033443.16,-3.56595822e+10,4.146312476e+10,-2.191587002e+10,1.044378702e+11,3.606818217e+10,-1.464506342e+11,-1.993964061e+11,1.048548285e+11,7.119021207e+11,3.145836452e+11,1.413014142e+12,2.391751911e+11,2.870032806e+12,1.687698469e+11,4.501976518e+12,1.35618366e+11
24883200,70874068.9,14146292.03,-3.886116282e+10,3.854021974e+10,-2.491011252e+10,1.037712364e+11,3.854097071e+10,-1.458158817e+11,-2.003692053e+11,1.02989821e+11,7.114447337e+11,3.156154199e+11,1.412875212e+12,2.400008166e+11,2.869998202e+12,1.693572202e+11,4.501962418e+12,1.360907629e+11
24969600,71354718.39,14259919.5,-4.182793993e+10,3.538496226e+10,-2.788398685e+10,1.03020012e+11,4.100264773e+10,-1.451390025e+11,-2.013246448e+11,1.011158959e+11,7.109858516e+11,3.166465311e+11,1.412735804e+12,2.408263616e+11,2.869963478e+12,1.699445864e+11,4.501948269e+12,1.365631582e+11
25056000,71836870.16,14374323.42,-4.454285895e+10,3.201709261e+10,-3.083507442e+10,1.021848329e+11,4.345250112e+10,-1.44420188e+11,-2.022626426e+11,9.923321594e+10,7.105254754e+11,3.176769765e+11,1.412595919e+12,2.416518257e+11,2.869928633e+12,1.705319455e+11,4.501934072e+12,1.370355521e+11
25142400,72320516.97,14489501.27,-4.699066543e+10,2.845762166e+10,-3.376097736e+10,1.012664055e+11,4.588982192e+10,-1.436596414e+11,-2.031831185e+11,9.734194453e+10,7.100636061e+11,3.187067539e+11,1.412455557e+12,2.424772086e+11,2.869893669e+12,1.711192976e+11,4.501919825e+12,1.375079446e+11
25228800,72805651.95,14605450.22,-4.915799899e+10,2.472864509e+10,-3.66593207e+10,1.002655066e+11,4.831390455e+10,-1.428575777e+11,-2.040859935e+11,9.544224594e+10,7.096002446e+11,3.197358612e+11,1.412314717e+12,2.4330251e+11,2.869858585e+12,1.717066425e+11,4.50190553e+12,1.379803355e+11
25315200,73292268.6,14722167.18,-5.103346486e+10,2.085315156e+10,-3.95277545e+10,9.918298228e+10,5.072404702e+10,-1.420142236e+11,-2.049711905e+11,9.353428513e+10,7.091353919e+11,3.207642962e+11,1.412173399e+12,2.441277298e+11,2.869823381e+12,1.722939803e+11,4.501891185e+12,1.384527249e+11
25401600,73780360.81,14839648.78,-5.260768314e+10,1.685482788e+10,-4.236395599e+10,9.801974676e+10,5.311955106e+10,-1.411298175e+11,-2.058386336e+11,9.161822775e+10,7.086690489e+11,3.217920568e+11,1.412031604e+12,2.449528675e+11,2.869788057e+12,1.72881311e+11,4.501876792e+12,1.389251128e+11
25488000,74269922.87,14957891.44,-5.3873316e+10,1.27578641e+10,-4.51656316e+10,9.677678193e+10,5.549972236e+10,-1.402046094e+11,-2.06688249e+11,8.969424017e+10,7.082012167e+11,3.228191408e+11,1.411889332e+12,2.45777923e+11,2.869752613e+12,1.734686344e+11,4.501862349e+12,1.393974993e+11
25574400,74760949.46,15076891.4,-5.482507379e+10,8586761374,-4.793051898e+10,9.545513607e+10,5.786387076e+10,-1.392388611e+11,-2.075199639e+11,8.776248944e+10,7.077318962e+11,3.238455461e+11,1.411746583e+12,2.466028959e+11,2.869717049e+12,1.740559506e+11,4.501847858e+12,1.398698842e+11
25660800,75253435.68,15196644.78,-5.545970119e+10,4366145117,-5.065638907e+10,9.405592285e+10,6.021131037e+10,-1.382328456e+11,-2.083337074e+11,8.582314325e+10,7.072610884e+11,3.248712704e+11,1.411603356e+12,2.47427786e+11,2.869681365e+12,1.746432596e+11,4.501833318e+12,1.403422676e+11
25747200,75747377.01,15317147.53,-5.577594494e+10,120585642.8,-5.334104796e+10,9.25803202e+10,6.254135986e+10,-1.371868475e+11,-2.091294102e+11,8.387636997e+10,7.067887943e+11,3.258963116e+11,1.411459653e+12,2.48252593e+11,2.869645561e+12,1.752305613e+11,4.501818729e+12,1.408146495e+11
25833600,76242769.36,15438395.57,-5.577450494e+10,-4125571813,-5.598233886e+10,9.102956906e+10,6.485334256e+10,-1.361011628e+11,-2.099070046e+11,8.192233857e+10,7.063150148e+11,3.269206675e+11,1.411315472e+12,2.490773166e+11,2.869609636e+12,1.758178558e+11,4.501804091e+12,1.412870299e+11
25920000,76739608.99,15560384.73,-5.545797062e+10,-8348366179,-5.857814396e+10,8.94049722e+10,6.714658667e+10,-1.349760989e+11,-2.106664243e+11,7.996121868e+10,7.058397511e+11,3.279443361e+11,1.411170814e+12,2.499019565e+11,2.869573592e+12,1.764051429e+11,4.501789403e+12,1.417594087e+11
26006400,77237892.58,15683110.83,-5.483074454e+10,-1.252436759e+10,-6.112638621e+10,8.770789282e+10,6.942042547e+10,-1.338119741e+11,-2.114076049e+11,7.799318049e+10,7.053630039e+11,3.289673151e+11,1.411025679e+12,2.507265125e+11,2.869537428e+12,1.769924227e+11,4.501774668e+12,1.422317861e+11
26092800,77737617.17,15806569.67,-5.389895549e+10,-1.663081155e+10,-6.362503112e+10,8.593975327e+10,7.167419747e+10,-1.326091181e+11,-2.121304834e+11,7.601839481e+10,7.048847745e+11,3.299896024e+11,1.410880067e+12,2.515509843e+11,2.869501144e+12,1.775796951e+11,4.501759883e+12,1.427041618e+11
26179200,78238780.15,15930757.1,-5.267036284e+10,-2.064571984e+10,-6.607208846e+10,8.410203353e+10,7.390724661e+10,-1.313678717e+11,-2.128349986e+11,7.403703299e+10,7.044050637e+11,3.310111958e+11,1.410733978e+12,2.523753715e+11,2.86946474e+12,1.781669602e+11,4.501745049e+12,1.431765361e+11
26265600,78741379.27,16055668.98,-5.115425434e+10,-2.454800785e+10,-6.846561392e+10,8.219626979e+10,7.611892244e+10,-1.300885866e+11,-2.135210907e+11,7.204926697e+10,7.039238725e+11,3.320320933e+11,1.410587413e+12,2.53199674e+11,2.869428216e+12,1.787542178e+11,4.501730166e+12,1.436489088e+11
26352000,79245412.6,16181301.26,-4.936133911e+10,-2.831757861e+10,-7.080371073e+10,8.022405294e+10,7.830858028e+10,-1.287716254e+11,-2.141887017e+11,7.00552692e+10,7.03441202e+11,3.330522925e+11,1.41044037e+12,2.540238915e+11,2.869391572e+12,1.79341468e+11,4.501715234e+12,1.441212799e+11
26438400,79750878.55,16307649.94,-4.730363748e+10,-3.193540378e+10,-7.30845312e+10,7.818702694e+10,8.047558142e+10,-1.274173616e+11,-2.148377753e+11,6.805521266e+10,7.029570532e+11,3.340717915e+11,1.410292851e+12,2.548480236e+11,2.869354808e+12,1.799287108e+11,4.501700254e+12,1.445936495e+11
26524800,80257775.8,16434711.13,-4.499436934e+10,-3.538359204e+10,-7.530627822e+10,7.608688725e+10,8.261929331e+10,-1.260261792e+11,-2.154682566e+11,6.604927086e+10,7.024714271e+11,3.35090588e+11,1.410144855e+12,2.556720702e+11,2.869317924e+12,1.80515946e+11,4.501685224e+12,1.450660175e+11
26611200,80766103.34,16562481.06,-4.244784222e+10,-3.864544581e+10,-7.746720668e+10,7.392537915e+10,8.473908968e+10,-1.245984731e+11,-2.160800925e+11,6.403761776e+10,7.019843247e+11,3.361086799e+11,1.409996383e+12,2.564960308e+11,2.86928092e+12,1.811031738e+11,4.501670145e+12,1.455383839e+11
26697600,81275860.43,16690956.04,-3.967934036e+10,-4.170550679e+10,-7.956562486e+10,7.170429606e+10,8.68343508e+10,-1.231346486e+11,-2.166732316e+11,6.202042783e+10,7.01495747e+11,3.371260651e+11,1.409847434e+12,2.573199053e+11,2.869243796e+12,1.81690394e+11,4.501655018e+12,1.460107488e+11
26784000,81787046.57,16820132.55,-3.670501566e+10,-4.454959143e+10,-8.159989574e+10,6.942547779e+10,8.890446357e+10,-1.216351215e+11,-2.17247624e+11,5.999787599e+10,7.01005695e+11,3.381427414e+11,1.409698008e+12,2.581436933e+11,2.869206552e+12,1.822776067e+11,4.501639841e+12,1.464831121e+11
26870400,82299661.51,16950007.18,-3.354178139e+10,-4.716481718e+10,-8.356843824e+10,6.709080877e+10,9.094882174e+10,-1.201003177e+11,-2.178032216e+11,5.797013759e+10,7.005141698e+11,3.391587066e+11,1.409548106e+12,2.589673947e+11,2.869169188e+12,1.828648118e+11,4.501624616e+12,1.469554738e+11
26956800,82813705.22,17080576.66,-3.020720916e+10,-4.953962042e+10,-8.546972843e+10,6.470221626e+10,9.296682608e+10,-1.185306737e+11,-2.18339978e+11,5.593738843e+10,7.000211725e+11,3.401739587e+11,1.409397728e+12,2.59791009e+11,2.869131705e+12,1.834520092e+11,4.501609342e+12,1.474278339e+11
27043200,83329177.9,17211837.89,-2.671942976e+10,-5.166376705e+10,-8.730230063e+10,6.226166851e+10,9.495788453e+10,-1.169266358e+11,-2.188578482e+11,5.38998047e+10,6.995267039e+11,3.411884955e+11,1.409246873e+12,2.606145361e+11,2.869094101e+12,1.840391991e+11,4.501594019e+12,1.479001924e+11
27129600,83846079.93,17343787.91,-2.309703803e+10,-5.352835668e+10,-8.90647485e+10,5.97711729e+10,9.692141239e+10,-1.152886604e+11,-2.193567892e+11,5.1857563e+10,6.990307652e+11,3.422023149e+11,1.409095542e+12,2.614379757e+11,2.869056377e+12,1.846263813e+11,4.501578646e+12,1.483725493e+11
27216000,84364411.87,17476423.91,-1.935900201e+10,-5.512582121e+10,-9.0755726e+10,5.723277408e+10,9.885683248e+10,-1.136172139e+11,-2.198367593e+11,4.981084029e+10,6.985333574e+11,3.432154147e+11,1.408943734e+12,2.622613274e+11,2.869018533e+12,1.852135558e+11,4.501563225e+12,1.488449047e+11
27302400,84884174.47,17609743.27,-1.55245764e+10,-5.644991875e+10,-9.237394839e+10,5.464855203e+10,1.007635753e+11,-1.119127723e+11,-2.20297719e+11,4.775981391e+10,6.980344816e+11,3.442277928e+11,1.408791451e+12,2.63084591e+11,2.86898057e+12,1.858007226e+11,4.501547755e+12,1.493172584e+11
27388800,85405368.62,17743743.51,-1.161322036e+10,-5.749572344e+10,-9.391819299e+10,5.202062016e+10,1.026410791e+11,-1.101758213e+11,-2.207396299e+11,4.570466155e+10,6.975341387e+11,3.452394471e+11,1.408638691e+12,2.639077663e+11,2.868942486e+12,1.863878817e+11,4.501532236e+12,1.497896105e+11
27475200,85927995.38,17878422.32,-7644519403,-5.82596121e+10,-9.538730009e+10,4.935112338e+10,1.044887904e+11,-1.084068563e+11,-2.211624556e+11,4.36455612e+10,6.970323299e+11,3.462503754e+11,1.408485455e+12,2.647308529e+11,2.868904282e+12,1.86975033e+11,4.501516668e+12,1.502619609e+11
27561600,86452055.92,18013777.56,-3638111251,-5.873924808e+10,-9.678017363e+10,4.664223609e+10,1.063061635e+11,-1.066063819e+11,-2.215661615e+11,4.158269119e+10,6.965290562e+11,3.472605756e+11,1.408331743e+12,2.655538505e+11,2.868865959e+12,1.875621766e+11,4.501501051e+12,1.507343098e+11
27648000,86977551.57,18149807.26,386384551.1,-5.893356309e+10,-9.809578189e+10,4.389616029e+10,1.080926615e+11,-1.047749121e+11,-2.219507143e+11,3.951623015e+10,6.960243186e+11,3.482700456e+11,1.408177555e+12,2.66376759e+11,2.868827515e+12,1.881493124e+11,4.501485386e+12,1.51206657e+11
27734400,87504483.75,18286509.63,4409433677,-5.884273721e+10,-9.933315807e+10,4.111512354e+10,1.098477555e+11,-1.029129699e+11,-2.223160828e+11,3.744635697e+10,6.955181182e+11,3.492787832e+11,1.408022891e+12,2.67199578e+11,2.868788952e+12,1.887364403e+11,4.501469671e+12,1.516790026e+11
27820800,88032854,18423883.02,8411650962,-5.846817769e+10,-1.004914009e+11,3.830137698e+10,1.115709256e+11,-1.010210874e+11,-2.226622372e+11,3.537325081e+10,6.95010456e+11,3.502867864e+11,1.407867751e+12,2.680223072e+11,2.868750268e+12,1.893235604e+11,4.501453907e+12,1.521513465e+11
27907200,88562663.96,18561926,1.237386164e+10,-5.781249675e+10,-1.01569675e+11,3.545719339e+10,1.132616606e+11,-9.909980582e+10,-2.229891495e+11,3.329709109e+10,6.945013332e+11,3.51294053e+11,1.407712135e+12,2.688449464e+11,2.868711465e+12,1.899106726e+11,4.501438095e+12,1.526236888e+11
27993600,89093915.34,18700637.27,1.627716024e+10,-5.687948859e+10,-1.025672114e+11,3.258486513e+10,1.149194581e+11,-9.714967474e+10,-2.232967935e+11,3.121805746e+10,6.939907507e+11,3.523005809e+11,1.407556044e+12,2.696674953e+11,2.868672541e+12,1.904977769e+11,4.501422233e+12,1.530960295e+11
28080000,89626609.95,18840015.73,2.010296753e+10,-5.567410583e+10,-1.03483308e+11,2.968670219e+10,1.16543825e+11,-9.517125256e+10,-2.235851444e+11,2.913632977e+10,6.934787097e+11,3.533063679e+11,1.407399477e+12,2.704899536e+11,2.868633498e+12,1.910848733e+11,4.501406323e+12,1.535683685e+11
28166400,90160749.67,18980060.43,2.383308586e+10,-5.420243545e+10,-1.043173295e+11,2.676503018e+10,1.181342774e+11,-9.316510611e+10,-2.238541795e+11,2.705208808e+10,6.929652113e+11,3.54311412e+11,1.407242434e+12,2.713123211e+11,2.868594335e+12,1.916719618e+11,4.501390363e+12,1.540407058e+11
28252800,90696336.42,19120770.63,2.744975334e+10,-5.24716743e+10,-1.050687079e+11,2.382218833e+10,1.196903406e+11,-9.113181052e+10,-2.241038774e+11,2.496551264e+10,6.924502564e+11,3.553157111e+11,1.407084915e+12,2.721345974e+11,2.868555051e+12,1.922590422e+11,4.501374355e+12,1.545130415e+11
28339200,91233372.19,19262145.72,3.09356971e+10,-5.049010408e+10,-1.057369428e+11,2.086052753e+10,1.212115497e+11,-8.90719491e+10,-2.243342188e+11,2.287678384e+10,6.919338462e+11,3.563192629e+11,1.406926921e+12,2.729567822e+11,2.868515648e+12,1.928461147e+11,4.501358298e+12,1.549853755e+11
28425600,91771859.02,19404185.31,3.427418613e+10,-4.826706575e+10,-1.06321601e+11,1.788240832e+10,1.226974494e+11,-8.698611317e+10,-2.245451857e+11,2.078608225e+10,6.914159817e+11,3.573220655e+11,1.406768452e+12,2.737788754e+11,2.868476125e+12,1.934331792e+11,4.501342191e+12,1.554577078e+11
28512000,92311798.97,19546889.14,3.74490838e+10,-4.581293324e+10,-1.068223172e+11,1.489019894e+10,1.241475941e+11,-8.487490192e+10,-2.247367621e+11,1.869358855e+10,6.908966641e+11,3.583241167e+11,1.406609507e+12,2.746008766e+11,2.868436482e+12,1.940202356e+11,4.501326036e+12,1.559300384e+11
28598400,92853194.14,19690257.17,4.044490065e+10,-4.313908618e+10,-1.072387935e+11,1.188627339e+10,1.255615483e+11,-8.273892224e+10,-2.249089335e+11,1.659948355e+10,6.903758944e+11,3.593254144e+11,1.406450087e+12,2.754227856e+11,2.868396719e+12,1.946072839e+11,4.501309832e+12,1.564023674e+11
28684800,93396046.62,19834289.49,4.324684736e+10,-4.025788151e+10,-1.075707993e+11,8873009444,1.269388865e+11,-8.05787886e+10,-2.250616873e+11,1.450394816e+10,6.898536737e+11,3.603259564e+11,1.406290191e+12,2.76244602e+11,2.868356836e+12,1.951943242e+11,4.501293579e+12,1.568746947e+11
28771200,93940358.54,19978986.4,4.584088836e+10,-3.718262351e+10,-1.078181717e+11,5852786739,1.282791935e+11,-7.839512282e+10,-2.251950126e+11,1.240716337e+10,6.893300032e+11,3.613257407e+11,1.40612982e+12,2.770663257e+11,2.868316833e+12,1.957813563e+11,4.501277277e+12,1.573470202e+11
28857600,94486132,20124348.35,4.821379618e+10,-3.392753206e+10,-1.079808148e+11,2827984870,1.295820643e+11,-7.618855397e+10,-2.253088999e+11,1.030931024e+10,6.888048838e+11,3.623247652e+11,1.405968974e+12,2.778879563e+11,2.868276711e+12,1.963683803e+11,4.501260926e+12,1.578193441e+11
28944000,95033369.11,20270375.97,5.035320658e+10,-3.050770867e+10,-1.080586996e+11,-199018519.6,1.308471047e+11,-7.395971818e+10,-2.254033417e+11,8210569867,6.882783168e+11,3.633230278e+11,1.405807653e+12,2.787094935e+11,2.868236468e+12,1.969553961e+11,4.501244527e+12,1.582916662e+11
29030400,95582071.93,20417070.05,5.224767464e+10,-2.693909977e+10,-1.080518639e+11,-3225849615,1.320739307e+11,-7.170925848e+10,-2.254783322e+11,6111123408,6.877503031e+11,3.643205263e+11,1.405645856e+12,2.795309371e+11,2.868196105e+12,1.975424037e+11,4.501228078e+12,1.587639867e+11
29116800,96132242.51,20564431.56,5.388673164e+10,-2.32384569e+10,-1.079604116e+11,-6250140283,1.332621694e+11,-6.943782461e+10,-2.255338672e+11,4011152023,6.87220844e+11,3.653172587e+11,1.405483585e+12,2.803522867e+11,2.868155623e+12,1.981294031e+11,4.50121158e+12,1.592363054e+11
29203200,96683882.83,20712461.62,5.526094287e+10,-1.942329334e+10,-1.077845127e+11,-9269529914,1.344114586e+11,-6.714607288e+10,-2.255699442e+11,1910836876,6.866899405e+11,3.663132229e+11,1.405320838e+12,2.811735422e+11,2.86811502e+12,1.987163943e+11,4.501195033e+12,1.597086224e+11
29289600,97236994.85,20861161.52,5.636196594e+10,-1.551183646e+10,-1.075244026e+11,-1.228166723e+10,1.355214469e+11,-6.483466595e+10,-2.255865625e+11,-189640882,6.861575937e+11,3.673084167e+11,1.405157617e+12,2.819947033e+11,2.868074298e+12,1.993033772e+11,4.501178438e+12,1.601809377e+11
29376000,97791580.42,21010532.69,5.718260957e+10,-1.152297548e+10,-1.071803817e+11,-1.528421207e+10,1.365917944e+11,-6.250427271e+10,-2.25583723e+11,-2290100129,6.856238048e+11,3.683028381e+11,1.404993921e+12,2.828157696e+11,2.868033455e+12,1.998903518e+11,4.501161793e+12,1.606532512e+11
29462400,98347641.35,21160576.72,5.771689241e+10,-7476204026,-1.067528149e+11,-1.827483716e+10,1.376221721e+11,-6.015556805e+10,-2.255614283e+11,-4390359793,6.850885748e+11,3.69296485e+11,1.40482975e+12,2.836367409e+11,2.867992493e+12,2.004773181e+11,4.5011451e+12,1.611255631e+11
29548800,98905179.32,21311295.34,5.79601014e+10,-3391556843,-1.062421309e+11,-2.125122986e+10,1.386122623e+11,-5.778923271e+10,-2.255196828e+11,-6490238862,6.845519049e+11,3.702893552e+11,1.404665104e+12,2.844576169e+11,2.867951411e+12,2.010642761e+11,4.501128358e+12,1.615978731e+11
29635200,99464195.94,21462690.41,5.790884926e+10,710459615.8,-1.056488218e+11,-2.421109384e+10,1.395617589e+11,-5.540595307e+10,-2.254584925e+11,-8589556406,6.840137962e+11,3.712814468e+11,1.404499983e+12,2.852783973e+11,2.867910209e+12,2.016512257e+11,4.501111566e+12,1.620701814e+11
29721600,100024692.7,21614763.93,5.756113033e+10,4808943391,-1.049734419e+11,-2.71521508e+10,1.404703673e+11,-5.3006421e+10,-2.253778652e+11,-1.068813159e+10,6.834742499e+11,3.722727576e+11,1.404334388e+12,2.860990819e+11,2.867868887e+12,2.022381669e+11,4.501094726e+12,1.62542488e+11
29808000,100586670.9,21767517.98,5.691637401e+10,8882680322,-1.042166079e+11,-3.007214207e+10,1.413378044e+11,-5.059133365e+10,-2.252778104e+11,-1.278578368e+10,6.82933267e+11,3.732632855e+11,1.404168318e+12,2.869196704e+11,2.867827445e+12,2.028250997e+11,4.501077837e+12,1.630147928e+11
29894400,101150131.9,21920954.77,5.597549494e+10,1.291023482e+10,-1.033789973e+11,-3.29688303e+10,1.421637988e+11,-4.816139323e+10,-2.251583391e+11,-1.48823321e+10,6.823908488e+11,3.742530284e+11,1.404001774e+12,2.877401625e+11,2.867785883e+12,2.034120241e+11,4.501060899e+12,1.634870959e+11
29980800,101715076.7,22075076.59,5.474093891e+10,1.687004834e+10,-1.024613479e+11,-3.584000101e+10,1.429480913e+11,-4.571730689e+10,-2.250194642e+11,-1.697759637e+10,6.818469962e+11,3.752419843e+11,1.403834755e+12,2.88560558e+11,2.867744201e+12,2.0399894e+11,4.501043912e+12,1.639593972e+11
30067200,102281506.2,22229885.83,5.321672338e+10,2.074054571e+10,-1.014644571e+11,-3.868346412e+10,1.436904342e+11,-4.325978646e+10,-2.248612002e+11,-1.907139623e+10,6.813017105e+11,3.76230151e+11,1.403667262e+12,2.893808565e+11,2.8677024e+12,2.045858474e+11,4.501026876e+12,1.644316967e+11
30153600,102849421.2,22385384.89,5.140847141e+10,2.45002492e+10,-1.003891811e+11,-4.149705555e+10,1.44390592e+11,-4.07895483e+10,-2.246835633e+11,-2.116355154e+10,6.807549929e+11,3.772175265e+11,1.403499295e+12,2.902010577e+11,2.867660478e+12,2.051727464e+11,4.501009791e+12,1.649039944e+11
30240000,103418822.3,22541576.25,4.932343772e+10,2.812790026e+10,-9.923643364e+10,-4.427863865e+10,1.450483414e+11,-3.830731304e+10,-2.244865714e+11,-2.325388238e+10,6.802068444e+11,3.782041088e+11,1.403330853e+12,2.910211615e+11,2.867618436e+12,2.057596367e+11,4.500992658e+12,1.653762903e+11
30326400,103989709.9,22698462.41,4.69705256e+10,3.160258848e+10,-9.800718532e+10,-4.702610569e+10,1.456634709e+11,-3.581380547e+10,-2.242702442e+11,-2.534220904e+10,6.796572662e+11,3.791898956e+11,1.403161937e+12,2.918411675e+11,2.867576275e+12,2.063465186e+11,4.500975475e+12,1.658485845e+11
30412800,104562084.3,22856045.86,4.436029322e+10,3.490388711e+10,-9.670246266e+10,-4.97373793e+10,1.462357818e+11,-3.330975427e+10,-2.240346027e+11,-2.742835204e+10,6.791062595e+11,3.801748851e+11,1.402992547e+12,2.926610755e+11,2.867533994e+12,2.069333918e+11,4.500958243e+12,1.663208769e+11
30499200,105135945.5,23014329.08,4.150494795e+10,3.801199447e+10,-9.532334703e+10,-5.241041384e+10,1.467650874e+11,-3.07958918e+10,-2.237796701e+11,-2.951213211e+10,6.785538253e+11,3.81159075e+11,1.402822683e+12,2.934808851e+11,2.867491593e+12,2.075202564e+11,4.500940963e+12,1.667931674e+11
30585600,105711293.4,23173314.52,3.841832753e+10,4.090787994e+10,-9.387097364e+10,-5.504319674e+10,1.472512135e+11,-2.827295396e+10,-2.235054709e+11,-3.159337027e+10,6.77999965e+11,3.821424633e+11,1.402652344e+12,2.943005962e+11,2.867449072e+12,2.081071124e+11,4.500923633e+12,1.672654562e+11
30672000,106288127.9,23333004.56,3.511586663e+10,4.357343342e+10,-9.234653052e+10,-5.76337499e+10,1.476939983e+11,-2.574167992e+10,-2.232120313e+11,-3.367188779e+10,6.774446796e+11,3.831250479e+11,1.402481532e+12,2.951202084e+11,2.867406431e+12,2.086939598e+11,4.500906255e+12,1.677377431e+11
30758400,106866448.3,23493401.5,3.161454786e+10,4.59916165e+10,-9.07512574e+10,-6.01801309e+10,1.480932929e+11,-2.320281195e+10,-2.228993794e+11,-3.574750624e+10,6.768879702e+11,3.841068268e+11,1.402310246e+12,2.959397214e+11,2.86736367e+12,2.092807985e+11,4.500888827e+12,1.682100283e+11
